id,content_anonymized,3.5 Flash,3.1 Pro,GPT5.5_Medium
388,"[NAME] đi em, anh cũng chạy r:)))",2,2,1.0
389,"Chạy ngay đi, trước khi mọi chuyện tồi tệ hơn..￼",0,0,1.0
391,[NAME] đi đi e do dự trời tối mất :))),2,2,1.0
392,Quảng Bình đi bán trà tắc luôn cho lẹ đỡ phải học :v,1,1,1.0
393,Chạy ngay đi e🤣 . Lời khuyên chân thành.,1,1,1.0
394,[NAME] đi em :))). Lời khuyên của sinh diên năm 6 =))))).,2,2,1.0
395,[NAME]  học bền z,1,1,1.0
396,[NAME] có ai yêu trường bằng mình đâu =))).,1,2,1.0
397,[NAME] có tính năm 7 ko a,1,1,1.0
398,"[NAME] bạn học Sg nhé , mình năm cuối nên cho ý kiến đó",1,1,1.0
399,"[NAME] tin này chuẩn k z bạn ơi, mình thấy trường tăng học phí liên tục ok mà bạn :))",2,2,2.0
400,Phong Phong da bọc xương r bạn ơi :)),2,2,1.0
402,"Chê nha, lên SG học cho có tương lai, kĩ năng bla bla 😂",2,1,1.0
403,[NAME] cựu học sinh nói gi z,1,1,1.0
404,[NAME] nói sự thiệc 🤣,1,1,1.0
405,[NAME] nói dị là chết òi,1,1,1.0
406,"Chưa thấy cái trường nào mà để sinh viên phải như này 🤣🤣🤣, thôi được thì cứ SG mà học đi em, vào rồi đến lúc chạy cũng ko chạy được",1,1,1.0
407,Tường [NAME] Vĩ Trần Thanh e nó xin ít review kìa,1,1,1.0
408,[NAME] khó lói lắm,1,1,1.0
410,Trầnduy Hà Sì Gòn em ơi,1,1,1.0
413,Sài gòn :))) hc đây xong năm 4 than trời cho coi,2,2,1.0
414,[NAME] đề nghị e lên phòng đào tạo làm việc gấp,1,1,1.0
415,[NAME] :))) dễ gì,2,2,1.0
416,"[NAME] đi em, học ở đây phải dựa vào quan hệ kiếm việc. Chứ k là khó lắm",1,1,1.0
417,Chạy nhanh còn kịp e ơi,1,1,1.0
420,"1. Quyền tự chủ học tập của sinh viên bị hạn chế rõ rệt
• Hệ thống đăng ký môn học hiện nay bị “ép cứng”, sinh viên không được chọn giảng viên, thời gian học hoặc lớp học như trước đây.
• Việc phân lớp không phù hợp với lịch trình cá nhân, đặc biệt gây khó khăn cho sinh viên vừa học vừa làm.
• Gây trở ngại trong việc đăng ký học lại, học cải thiện điểm hoặc học vượt để rút ngắn thời gian đào tạo.
• Nhà trường không tiến hành khảo sát ý kiến sinh viên trước khi áp dụng thay đổi, gây thiếu minh bạch và phản ứng trái chiều.
2. Học phí tăng nhưng không tương xứng với chất lượng đầu tư
• Mức học phí tăng trên 10% so với năm trước mà không có thông báo cụ thể trước kỳ đăng ký học phần, gây bị động về tài chính cho sinh viên và gia đình.
• Mặc dù tăng học phí, cơ sở vật chất và dịch vụ hỗ trợ không có cải thiện rõ rệt.
• Thiếu minh bạch trong cách tính học phí, đặc biệt là phần phân bổ chi phí cho lý thuyết – thực hành – thiết bị – tài nguyên học tập.
3. Trang thiết bị đào tạo chưa được tận dụng hiệu quả
• Các phòng thực hành, thí nghiệm hiện đại nhưng ít được sử dụng đúng công năng, đôi khi chỉ để ""trưng bày"".
• Thiết bị trong lớp học thiếu đồng bộ: micro không có, bảng mờ, thiếu dây cáp, thiếu màn chiếu hoặc phụ kiện cần thiết phục vụ giảng dạy.
4. Cơ sở vật chất không đáp ứng nhu cầu học tập
• Wi-Fi yếu, chập chờn ở nhiều khu vực như thư viện, hội trường, khu D, ảnh hưởng đến học tập trực tuyến và tra cứu tài liệu.
• Thiếu ổ cắm điện trong nhiều phòng học, gây khó khăn cho sinh viên khi sử dụng laptop trong các tiết học kéo dài.
• Quạt và máy lạnh không hoạt động đồng thời, khiến phòng học lúc thì quá nóng, lúc thì ngột ngạt, ảnh hưởng đến sức khỏe và khả năng tập trung.
• Nhiều phòng thiếu rèm che nắng, gây chói và nóng bức vào buổi sáng hoặc chiều.
• Không có khu tự học cho sinh viên.
5. Chất lượng dịch vụ hỗ trợ sinh viên chưa được cải thiện
• Phản ánh và góp ý của sinh viên hiếm khi được tiếp thu hoặc phản hồi có kết quả rõ ràng.
• Bộ phận tư vấn học tập xử lý chậm, nhiều sinh viên bị yêu cầu chuyển nhiều lần nhưng không được giải quyết dứt điểm.
• Ảnh tốt nghiệp thiếu chất lượng: ảnh mờ, ánh sáng kém, không được hậu kỳ chỉn chu – ảnh hưởng đến hình ảnh lưu niệm và giá trị sử dụng sau này.
• Các kênh tiếp nhận ý kiến sinh viên hoạt động kém hiệu quả, phản hồi chậm hoặc không phản hồi.
• Cảm giác rằng ý kiến sinh viên bị phớt lờ, không tạo ra thay đổi thực chất.
• Các buổi đối thoại sinh viên – nhà trường mang tính hình thức, không giải quyết những vấn đề cốt lõi.
6. Hoạt động học thuật và định hướng nghề nghiệp còn hình thức
• Các buổi hội thảo, workshop thường tổ chức lấy lệ, nội dung không đi sâu vào kỹ năng thực tế mà sinh viên cần.
• Hệ thống hướng nghiệp yếu, sinh viên thiếu thông tin thực tế về thị trường lao động, kỹ năng xin việc hoặc lộ trình nghề nghiệp sau tốt nghiệp.
7. Truyền thông nội bộ chưa phản ánh đúng thực tế sinh viên đang trải qua
• Các bài viết, thông báo từ nhà trường mang tính xoa dịu dư luận, chưa thẳng thắn nhìn nhận và giải quyết vấn đề tồn tại.
• Thông tin truyền thông mang tính một chiều, thiếu khảo sát, phản ánh từ phía sinh viên – đối tượng chính của mọi chính sách.
8. Việc triển khai các thay đổi thiếu minh bạch
• Các chính sách mới áp dụng đột ngột, không có khảo sát hay thông báo trước, sinh viên không kịp chuẩn bị.
• Thiếu bảng so sánh giữa chính sách cũ và mới, gây mơ hồ trong tiếp nhận thông tin.
• Thông tin về tiến độ hỗ trợ, học bổng, chương trình ưu đãi không được cập nhật rõ ràng, sinh viên khó theo dõi và đăng ký.
9. Chính sách học bổng chưa hợp lý và thiếu công khai
• Học bổng hiện tại quá thấp: chỉ khoảng 1.300.000đ, trong khi một môn học 2 tín chỉ đã có thể lên đến 1.500.000 – 2.000.000đ → không đủ hỗ trợ thiết thực cho sinh viên.
• Năm 2023, nhiều sinh viên không nhận được giấy khen dù có thành tích tốt vì lý do ""không đủ kinh phí"" – không có giấy khen, gây hụt hẫng và ảnh hưởng tinh thần.
• So sánh với các trường khác, học bổng thường tương đương học phí của cả học kỳ dành cho sinh viên giỏi, trong khi chính sách trường ta thiếu hấp dẫn và công bằng.
• Khi sinh viên thắc mắc, được trả lời rằng do không biết tương tác với doanh nghiệp (cài app, mở tài khoản...) – tuy nhiên, không có hướng dẫn rõ ràng, không có quy trình xác nhận, cũng không có sao kê minh bạch để đối chiếu.
10. Chi phí học phần thực tập cao nhưng thiếu rõ ràng
• Mức học phí môn thực tập cao tương đương hoặc cao hơn các môn học lý thuyết, gây áp lực tài chính cho sinh viên.
• Trong bảng học phí có mục chi trả cho người hướng dẫn doanh nghiệp, nhưng với những sinh viên tự xin nơi thực tập, không được nhà trường phân công hướng dẫn thì khoản phí này đi đâu? Có hoàn lại không?
• Không công bố cụ thể các khoản phí, cũng như không có minh chứng chi tiêu cho từng mục, làm giảm niềm tin của sinh viên vào sự công bằng và minh bạch.",0,1,2.0
421,"Mở bài
Trường ko sai.
Thân bài
Em là người sai.
Kết bài
Em sai vì em chọn trường.",1,1,1.0
422,"Bạn nào viết bài này hay quá, rất đúng trọng tâm vấn đề xảy ra từ bữa giờ, ib mình gửi 3k cf nhé",1,1,1.0
423,[NAME] xin ạ,1,1,1.0
424,[NAME] condioi tóm tắt giúp bạn nha chứ dài quá bạn bị rối hahhahaah,2,1,1.0
425,"[NAME] đang dạy, tí quay lại đ",1,1,1.0
427,[NAME] voice dùm b di chứ dài quá><,1,1,1.0
428,[NAME] nay có môn hiểu biết về trường kìa m kkkk,2,1,1.0
429,"À tóm tắt ngắn ngắn gọn gọn cho em thì nếu em cần tấm bằng để có vé ứng tuyển các vị trí dân VP thì còn đựơc hơn mấy bạn không có
Ra trường dù có bằng hay không thì các công việc culi lặt vặt trái nghành trái nghề  luôn chờ em sẵn để em có thể phát huy năng lực em nhé.
Chúc em thành công 🤣🤣🤣",2,1,2.0
430,[NAME] là s nữa dọ chời 🥲,1,1,1.0
431,"[NAME], nhưng mà gửi thư này vào trang chủ của trường chưa, kính gửi quá trời mà trang Confession",1,1,1.0
432,[NAME] cựu sv cho hay😂,2,2,1.0
433,Có ai tóm tắt dùm em được kh. Em năm nay nhập học lo quá m.n ơi,1,1,1.0
434,[NAME] chạy ngay đi trươc khi mọi chiện tồi tệ hơn =)))),0,0,1.0
435,Tôi đồng tình với bạn này. “ đồng tình đại đi chứ dài bm ai đọc cho nổi “,1,1,1.0
436,[NAME] anh hay z quá. Bảo bạn là muốn ý kiến thì lên gặp hiệu trưởng á chứ giải bày ở đây ko có tác dụng gì đâu,1,1,1.0
437,"[NAME] bây giờ ra trường ai hỏi t là sao vô đây t chỉ nói đúng một lý do, là do trường gần nhà, chỉ vì đúng lý do đó không lý do nào hơn m ạ:))))",1,2,2.0
438,[NAME] quá trời rồi,1,1,1.0
439,[NAME] đề tài muôn thuở ra trường 5 năm rồi mà vẫn cứ còn được đọc cfs như này hoài hoài 😁,2,2,1.0
440,[NAME] chuyện quá quen 😂,2,2,1.0
441,"Đầy đủ [NAME] lun ah chời, được +1 đ cho cái bố cục đầy đủ 3 phần 😂",2,2,1.0
442,"CFS chất lượng, đúng ý với nhiều sinh viên trong trường",1,1,1.0
443,"viết chi cho dài z, có ai đọc đâu bro :)))",2,2,1.0
444,Trường đã đọc và không quan tâm 🤣,1,1,1.0
445,Bạn nghĩ nhà trường có quan tâm hay đọc bài văn của bạn ko 😌,1,1,1.0
446,[NAME] là sao z a trai🤣,1,1,1.0
448,"[NAME] tận thu, may quá tốt nghiệp mấy năm r",1,2,2.0
449,[NAME] nói chung nghỉ học là xong 😂,2,2,1.0
451,buồn vì hốc trưởng chắc chắn không đọc 😔,0,0,0.0
452,"Năm nào cũng có mấy bài như vầy hết, chịu không chịu cũng phải chịu",1,1,1.0
453,[NAME] gì vậy hào 🤣🤣,1,1,1.0
454,"Gia Hoàng hành văn khá tốt, may là chúng ta ra trường, xui là do chúng ta chọn phải trường :))",2,1,2.0
455,Cương Nguyễn giờ còn học là hơi đau đầu nhỉ,1,0,1.0
456,[NAME] nãy t tính táng m r...mà thoát ra vô lại nó mất tiu😂,2,2,1.0
457,[NAME] đọc nhiều đau mắt lắm đại loại là vài vấn đề đó thôi kkk,2,1,1.0
458,[NAME] 1 vấn đề từ năm đó đến năm nay chưa có câu trả lời,1,1,1.0
459,"[NAME] cái môn ""hiểu biết về dntu "" là nó dạy cái j mậy",1,1,1.0
460,Huy Khoa ê có môn đó luôn hả chắc là giới thiệu trường nè trường có gì nè,1,1,1.0
461,[NAME] dị là mất 600k đó hả,1,1,1.0
462,[NAME] trường lúc rài biết làm tiền ghê ta,1,1,1.0
464,[NAME] tìm hiểu về tiểu sử trường,1,1,1.0
465,"[NAME] tiểu sử của trường là khi đki học phần thì lỗi mạng, tiền thì ngày càng tăng hp thì như...cơ sở vật chất như...",1,1,1.0
466,[NAME] đọc chưa kể nghe coi,1,1,1.0
467,Nghia Hoang  Minh [NAME] Phú Vũ quay lại học môn Hiểu biết về dntu k,1,1,1.0
468,[NAME] t lười đọc quá tóm tắt cho t hiểu cái m,1,1,1.0
469,[NAME] thấy có thêm môn hiểu biết về dntu mới mới á bạn,1,1,1.0
470,[NAME] kkk thoi t sợ quá rồi,2,2,1.0
471,Chiêu Anh hên m đi sớm đỡ phí tiền. Tao 1 môn nữa là cook 🙂,1,1,1.0
472,Vân nào rảnh đọc r tóm tắt nhẹ cho c đuy 😂😂😂😂,2,2,1.0
473,Có đc lên phím 36 ko 😂😂,2,2,1.0
474,Còn có môn hiểu biết về Dntu??? [NAME],1,1,1.0
475,Chả thầy cô nào đọc đâu. [NAME],1,1,1.0
476,[NAME] [NAME] h có cả môn “[NAME]” luôn😂,2,2,1.0
478,[NAME] chắc phải đi học lại để học môn đó quá,1,1,1.0
479,[NAME] bố cục rõ ràng đủ mở bài thân bài kết bài luôn 🤣🤣,1,1,1.0
480,[NAME] đọc ròi tóm tắt lại dùm nha bạn,1,1,1.0
481,Thu Thoa ngắn gọn xúc tích: chạy ngay đi trước khi bị lùa gà kkk,2,2,1.0
482,[NAME] đang ra tín hiệu cảnh báo cho những lớp sau hậ,1,1,1.0
483,Thu Thoa 🧐 đã tóm tắt xong,1,1,1.0
485,[NAME] tiền thư viện 4 năm của chúng te vào chưa đc 4 lần🥲,1,1,1.0
486,Chúc Linh thư viện chứ có phải cái nhà đâu mà đi đi về về,2,1,1.0
487,Chịu ko chịu cũng phải chịu,1,1,1.0
488,Quốc Đô t thấy thưa mà dài dài là nghi rồi,1,1,1.0
491,chắc ko phải người quen 😅,1,1,1.0
492,Nghiệp Trần mắc tag tên quá,1,0,1.0
493,"[NAME] truyền từ đời trước quá đời sau, mãi mãi trường tồn 😂😂😂",2,2,1.0
495,Như cái sớ Trần Minh Tài,1,1,1.0
496,[NAME] ek đọc r tóm tắt dùm với,1,1,1.0
497,[NAME] này á hẻe,1,1,1.0
499,Bài viết so [NAME],1,1,1.0
500,Phí thư viện 250.000 k đóng là hong cho ra trường nha :))) mặc dù cả năm k vào lần nào,2,2,1.0
501,[NAME] trường đạt chuẩn j j ấy...chịu thì chịu ko chịu thì khỏi ra trường,1,1,1.0
502,"[NAME] 2 năm covid có đi học đếch đâu, vẫn thu đều🤣",1,1,1.0
503,[NAME] nộp 200k dô để đợi họp tiếp lên kỹ sư và thế là mất luốn 200k :))),2,2,1.0
504,[NAME] ủa thế ko dc học tiếp luôn hả kk,1,1,1.0
505,Đình Chí ko thu trường lấy j mà sống mảy🤣,1,1,1.0
506,"Để đúng với xu hướng thời đại thì mình tóm tắt lại bằng Chat GPT cho bạn nào lười đọc hết:
Dưới đây là bản tóm tắt đoạn #Cfs2334:
⸻
Tóm tắt:
Một sinh viên [NAME] Đại học Công nghệ Đồng Nai gửi tâm thư đến Ban Giám hiệu và giảng viên, phản ánh một số vấn đề đang tồn tại tại trường:
1. Thay đổi website quá gấp khiến sinh viên và giảng viên không kịp thích nghi, gây rối loạn trong học tập và quản lý thông tin.
2. Quy trình đăng ký học phần mới rườm rà, mất thời gian và kém hiệu quả so với cách cũ. Nhiều sinh viên gặp khó khăn trong việc đăng ký và điều chỉnh kế hoạch học tập.
3. Thông báo học phí quá trễ, trong khi thời hạn đóng học phí lại ngắn, gây áp lực tài chính lớn cho sinh viên, đặc biệt là những gia đình có thu nhập trung bình – thấp.
4. Phí các môn học và dịch vụ không rõ ràng, như môn “Hiểu biết về DNTU” (600.000đ) và phí thư viện (250.000đ/năm), bị cho là không hợp lý khi ít sinh viên sử dụng dịch vụ tương ứng.
Sinh viên đề xuất:
• Thay đổi hệ thống công nghệ cần có lộ trình rõ ràng hơn.
• Nên cho sinh viên tự đăng ký môn học hoặc có cơ chế đơn giản hơn.
• Linh hoạt trong thời hạn đóng học phí.
• Xem xét lại các khoản thu không minh bạch.
Kết luận: Người viết cảm thấy thất vọng với công tác quản lý của nhà trường dù trường đã có gần 20 năm thành lập, và mong nhà trường cải thiện để sinh viên có môi trường học tập tốt hơn.",0,0,1.0
507,[NAME] Thảo Nguyên Xanh Nguyễn Hùng 6 năm ăn học tại trường phát biểm cảm nghĩ đi,1,1,1.0
508,[NAME] có tag lộn [NAME] nào k dị :)),2,2,1.0
509,[NAME] nhầm [NAME] thiệt :)))),2,2,1.0
510,[NAME] cho nêu ý kiến ẩn danh được khong? Chứ nêu ý kiến xong sợ bị -1 bằng Ths :))),2,2,1.0
511,[NAME] trừ 4 bằng Ths :)))),2,2,1.0
512,"Ths gì cơ, ai biết gì đâu",1,1,1.0
513,Ngọc Tùng dài quá lười đọc 🙂‍↔️,1,1,1.0
514,[NAME] nghỉ dịch covid học onl cả năm mà cũng phại đóng tìn thư ziện =)))) 😍,1,1,1.0
515,"Mà trường có coi bài này ko ta,mà coi thì sao á,tui nghĩ vẫn vậy thôi chứ đúng không 🤡.",1,1,1.0
516,[NAME] ko coi đâu e tự coi,1,1,1.0
517,[NAME] có a Ti coi đc r,1,1,1.0
518,[NAME] chuyện thường ngày mà :)),2,2,1.0
520,Trường mkt đỉnh vải ò😚 vậy thôi,2,0,1.0
521,[NAME] làm chấn động mới chịu hay sao ta ơi,1,1,1.0
522,[NAME] Do dài quá chưa đọc nữa🤦‍♀️,1,1,1.0
523,Cái j thu đc thì tận thu chớ 🤣,1,1,1.0
524,"Từng nói với các bạn rồi, nhà nhiều tiền thì cứ đâm đầu vô đây mà chill. Thế mà…haizz, thôi chả thèm nói nữa 😌",1,1,1.0
525,Ngoc [NAME] vô đọc rồi tóm tắt cho t cái dài quá🤣,1,1,1.0
526,"Ngoc Lan [NAME] xin tl câu hỏi b Lan.
thứ nhất: đổi website
thứ 2: dki học phần rườm rà
thứ 3: gia hạn học phí
thứ4 : tiền môn tiền thư viện vô lí
kl: qli yếu kém
ý chủ thớt là v á",0,0,1.0
527,Nhà trường đã xem và ngó lơ kkk,2,2,1.0
528,"[NAME] rất hối hận khi đã thốt ra hai chữ ""uy tín"" của nhà trường về việc hứa không tăng học phí trong 4 năm [NAME] 🫣",1,1,1.0
529,[NAME] chị đã bảo rồi tụi e không tin chị 😂😂😂,2,2,1.0
530,[NAME] đó là bài học đầu tiên trường tặng cho sv khi bước vào trường 🤣🤣🤣,1,1,1.0
531,"[NAME] em tỉnh ngộ rùi chị kkk, cũng may là ra trường rùiiii",2,2,1.0
532,"Cái phí thư viện có từ lâu rồi và 1 cựu sinh viên trường như mình từng thấy các bạn cùng lứa lên cfs vấn đề này rất nhiều lần, kết quả là không có ai ngó xuống đáp cho các bạn sinh viên đâu 🌚",1,0,1.0
533,[NAME] viết dài v bạn,1,1,1.0
534,[NAME]  đọc xog thấy thấm ko,1,1,1.0
535,Dài quá k đọc nhma chắc lại bảo trường loz nhỉ :))),2,2,1.0
536,[NAME] đọc ròi tóm tắt dùm tui đi bạn,1,1,1.0
537,"[NAME] đọc làm gì bạn , bạn có thấy cái cfs nào là em yêu trường em k hay là chúng nó chỉ có chửi thôi",0,1,1.0
538,[NAME] để tao đăng i love DNTU VERY MỚT 😏,1,1,1.0
539,[NAME] love mạnh lên k mấy thằng áo xanh ngu học nó đập m chết,1,0,1.0
540,Trung Sơn ra trường r thì bỏ qua đi b,1,1,1.0
541,"[NAME] bỏ là bỏ sao bạn , tui thích var để tui var tí",2,2,1.0
542,[NAME] nổi lòng bức súc lúc đi học ha s kkk,2,2,1.0
543,"Hay, nếu được bầu bạn lên làm hiệu trưởng luôn kkkk",2,1,1.0
544,Đọc mà lác mắt ai tóm tắt hộ với 😞.,1,1,1.0
545,"[NAME] “quản lý, điều hành còn kém hơn cao đẳng (nghề nào) đó” nha chị",0,0,1.0
546,Mạnh [NAME] ae phốt trường à? :))...,2,2,0.0
547,Mấy khứa này cứ tưởng là đang phot trường ko á :))(,2,2,1.0
548,[NAME] ns bé thui chỗ này đông ng,1,1,1.0
549,"[NAME] phốt mà có đầu bài, thân bài kết bài là thấy uy tín rồi:v",1,1,0.0
550,[NAME] Bảo thằng [NAME] Nguyễn chứ ai nữa,1,1,1.0
